Name,Date of Birth,Gender,Marital Status,Phone Number,Email Address,Mailing Address,Language Preference,Geographical Location,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,Loan Purpose,EMI,IP Address,Geolocation,Repayment History,Days Left to Pay Current EMI,Delayed Payment
Riaan Bandi,19-11-1997,Male,Divorced,3643358477,irasaran@example.org,"94/58, Cherian Chowk, Howrah 161292",Telugu,Khammam,543,Personal Loan,51588,10,0.24,Medical Emergency,5743.11,10.6.11.199,"51.798419, 5.071653","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 9), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 5), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 19), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 1, 24), 'Payment Mode': 'Debit Card'}]",12,No
Kaira Chandran,10-07-1999,Male,Divorced,7618560300,irattan@example.org,"46
Manne Zila
Bhatpara 973432",English,Avadi,732,Auto Loan,61735,6,0.16,Home Renovation,10774.63,10.227.39.196,"55.918020, -123.948017","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 23), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 4), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 19), 'Payment Mode': 'Debit Card'}]",3,No
Anahita Sur,20-02-2002,Male,Divorced,09562412527,sachdevlavanya@example.org,"28/386, Dubey
Gandhidham-618654",Hindi,Kalyan-Dombivli,467,Personal Loan,17659,10,0.26,Wedding Expenses,1983.1,10.110.41.64,"35.639653, 164.756943",[],1,Yes
Nirvi Suri,14-06-1999,Female,Widowed,08813835561,mohanlalgaba@example.com,"248, Sane Chowk
Ludhiana 330619",Bengali,Farrukhabad,341,Personal Loan,49233,13,0.12,Education Fees,4057.53,10.77.202.156,"88.830382, -146.293706","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 15), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 4), 'Payment Mode': 'Debit Card'}]",13,No
Manjari Gara,21-03-1986,Male,Divorced,07427901350,iwagle@example.net,"72/98, Upadhyay Nagar, Katni 089753",English,Sasaram,838,Home Loan,82115,11,0.12,Wedding Expenses,7920.33,192.168.249.98,"37.0892765, 25.978750","[{'Payment Date': datetime.date(2023, 5, 27), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Credit Card'}]",11,Yes
Divit Sekhon,21-03-1972,Male,Widowed,00266433846,omajumdar@example.com,"H.No. 798
Bandi Path
Shimoga-119218",English,Bihar Sharif,622,Personal Loan,60582,2,0.14,Debt Consolidation,30822.12,172.27.170.235,"9.394201, 75.104160","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'Cash'}]",7,Yes
Lagan Jaggi,08-11-1966,Female,Divorced,+910177897444,seshadrioorja@example.org,"44/68
Sabharwal Street, Purnia-741300",Kannada,Bhilai,428,Home Loan,77193,12,0.28,Medical Emergency,7449.59,10.0.26.43,"56.988128, -157.798484","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 11), 'Payment Mode': 'Net Banking'}]",11,Yes
Yashvi Korpal,03-02-1959,Female,Widowed,8027700419,keyadave@example.net,"H.No. 111
Shenoy Chowk, Medininagar-760513",Urdu,Jorhat,388,Auto Loan,90549,4,0.28,Wedding Expenses,23972.98,192.168.206.227,"31.107909, 24.620604","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 5), 'Payment Mode': 'Credit Card'}]",4,No
Stuvan Toor,16-11-1980,Male,Single,06234900435,ptank@example.org,"56/82, Bhandari Nagar
Indore 520056",Marathi,Sasaram,320,Auto Loan,83910,5,0.24,Wedding Expenses,17802.21,192.168.9.34,"58.907791, -142.027428","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'Net Banking'}]",12,No
Shayak Hari,22-12-1966,Female,Married,05556000390,sankarishita@example.net,"02/416, Mahajan Zila
Bhiwani 832864",Telugu,Agartala,767,Personal Loan,32321,9,0.25,Home Renovation,3975.59,10.115.120.125,"-32.3165975, -57.947083","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Debit Card'}]",6,Yes
Samar Devan,08-05-1970,Male,Single,01504377222,farhan13@example.com,"25/91
Goswami Zila, Suryapet 803056",Kannada,Barasat,446,Auto Loan,69465,3,0.11,Wedding Expenses,23580.8,10.122.23.74,"-0.6742355, -42.572197","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Net Banking'}]",9,Yes
Jivin Kakar,29-06-1970,Male,Divorced,+912038063020,wchatterjee@example.org,"275, Doshi Circle
Bhagalpur-777521",Hindi,Sirsa,446,Personal Loan,78926,3,0.16,Wedding Expenses,27013.33,192.168.89.184,"-69.755182, 56.191184","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Credit Card'}]",13,Yes
Dhruv Kurian,28-02-1976,Female,Widowed,+911668594375,madhav59@example.org,"H.No. 01
Sangha Zila, Karawal Nagar-209239",Hindi,Medininagar,379,Personal Loan,23375,13,0.22,Education Fees,2037.21,192.168.171.235,"-71.423168, -136.817424","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'Debit Card'}]",13,Yes
Prerak Karnik,11-12-1958,Female,Single,+918001905118,shalv88@example.org,"20/494, Batta Marg, Davanagere 801763",Kannada,Karnal,397,Personal Loan,46868,11,0.28,Debt Consolidation,4880.14,192.168.237.215,"-77.3647135, -106.801221","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 25), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 9), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 12, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 1, 8), 'Payment Mode': 'UPI'}]",14,No
Emir Ramesh,31-01-1986,Female,Married,+916623906799,karniktanya@example.org,"H.No. 69, Kumar
Tadipatri 736215",Marathi,Korba,701,Home Loan,78820,11,0.2,Education Fees,7901.73,10.122.201.112,"-9.7432635, 44.652094","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Net Banking'}]",10,No
Ishita Koshy,14-07-1977,Female,Divorced,+916575605134,pdalal@example.net,"49/011
Sura Marg, Firozabad-892970",Gujarati,Bhind,483,Auto Loan,11654,12,0.1,Debt Consolidation,1024.57,172.24.70.18,"-62.4591815, -2.828933","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 14), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 13), 'Payment Mode': 'Debit Card'}]",15,No
Neysa Issac,12-08-1988,Female,Married,7024562035,tatashalv@example.org,"657
Kalita Street
Imphal 372808",Marathi,Munger,750,Personal Loan,57884,5,0.29,Medical Emergency,12429.48,192.168.238.103,"60.067787, 133.669225","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 2), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 17), 'Payment Mode': 'Cash'}]",10,Yes
Drishya Borah,09-03-2005,Female,Widowed,1166634250,sbehl@example.org,"066, Ramanathan, Jamshedpur 723477",Urdu,Alappuzha,823,Personal Loan,95439,1,0.22,Education Fees,97188.72,172.17.212.39,"-76.398270, 23.046086",[],7,Yes
Veer Master,15-02-1963,Male,Single,0747076538,wadhwanirvi@example.net,"77
Karpe Ganj
Patiala-973568",Bengali,Motihari,556,Home Loan,46667,14,0.13,Education Fees,3610.51,172.28.28.74,"-72.856313, -160.993547","[{'Payment Date': datetime.date(2023, 5, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 20), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 16), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 12), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 1, 14), 'Payment Mode': 'Cash'}]",3,Yes
Rati Halder,09-11-1990,Female,Married,+911717743939,klad@example.net,"72
Amble Marg, Cuttack-999581",English,Chapra,491,Home Loan,75652,12,0.19,Medical Emergency,6971.83,10.132.38.229,"16.373840, 107.660142","[{'Payment Date': datetime.date(2023, 5, 26), 'Payment Mode': 'Credit Card'}]",5,Yes
Siya Goda,09-02-1997,Female,Divorced,+919023627841,parinaaz44@example.org,"H.No. 580
Khanna Zila, Berhampur-884492",Hindi,Jamshedpur,782,Personal Loan,58360,6,0.29,Education Fees,10565.75,192.168.52.69,"-38.9790025, -3.301396","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 28), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 19), 'Payment Mode': 'UPI'}]",1,No
Himmat Ahuja,14-01-1965,Female,Divorced,02338556269,vedwin@example.net,"68/34
Kanda Chowk, Thanjavur 942669",Urdu,Rajpur Sonarpur,648,Home Loan,77879,2,0.16,Wedding Expenses,39720.01,192.168.11.113,"4.676981, -3.880712","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}]",11,Yes
Siya Sanghvi,22-03-1961,Female,Widowed,+912440582308,kairakata@example.com,"43/23
Lad Chowk
Amaravati-355736",Bengali,Mathura,436,Home Loan,93305,15,0.21,Medical Emergency,7126.39,172.30.50.75,"1.782625, 157.663033","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 10), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 12, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 23), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 2, 18), 'Payment Mode': 'UPI'}]",7,Yes
Lavanya Sharaf,23-03-1973,Female,Widowed,1321873433,aayushmadan@example.net,"389, Wali Street, Durgapur 444657",Hindi,Katni,597,Home Loan,52206,6,0.29,Medical Emergency,9451.6,192.168.0.117,"77.1293445, 35.844203","[{'Payment Date': datetime.date(2023, 5, 27), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Net Banking'}]",6,No
Divit Babu,24-02-2000,Male,Married,3880366101,chiragsodhi@example.org,"89/01, Ramesh Circle, Navi Mumbai 256949",Marathi,Bhalswa Jahangir Pur,807,Personal Loan,51871,15,0.1,Debt Consolidation,3693.07,192.168.178.215,"38.9358795, -2.281065","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 26), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'Cash'}]",4,No
Dishani Ganguly,20-02-2003,Male,Divorced,+913395797112,advik51@example.org,"H.No. 03, Dutta Marg, Purnia-648273",Tamil,Vadodara,508,Auto Loan,92164,1,0.26,Medical Emergency,94160.89,192.168.202.15,"-36.0422165, -83.227362",[],8,Yes
Purab Bhakta,28-12-1972,Male,Married,3040933502,saneanaya@example.com,"058, Handa Marg, Cuttack-910837",Malayalam,Nangloi Jat,594,Auto Loan,35686,5,0.23,Wedding Expenses,7552.78,10.85.126.115,"49.058620, 29.566486","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Cash'}]",8,No
Ehsaan Chakrabarti,29-03-1965,Female,Married,05762155376,shamikchatterjee@example.net,"74
Brar Street, Panihati-072973",Urdu,Machilipatnam,448,Home Loan,89487,1,0.3,Debt Consolidation,91724.18,172.17.1.99,"23.557765, 0.359437",[],6,No
Ranbir Baral,26-01-1978,Male,Widowed,1211283443,mishaben@example.org,"H.No. 448
Bhasin Ganj, Ulhasnagar-450970",Hindi,Kolhapur,686,Auto Loan,67924,8,0.26,Home Renovation,9339.02,192.168.220.144,"9.9253655, 124.223468","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 16), 'Payment Mode': 'Debit Card'}]",7,Yes
Advika Shanker,27-10-1979,Male,Widowed,1499331823,vasaadvik@example.org,"H.No. 17, Sachdeva Zila
Mango 540387",Urdu,Katni,311,Auto Loan,22061,9,0.18,Debt Consolidation,2638.71,172.24.189.96,"54.4252275, -78.157965","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}]",10,Yes
Mohanlal Goda,16-01-2000,Male,Widowed,02926613184,neelofar43@example.org,"951, Ahluwalia Ganj, Unnao-628053",Marathi,Latur,419,Auto Loan,79865,5,0.14,Medical Emergency,16536.38,192.168.230.194,"-14.5247385, -86.770459","[{'Payment Date': datetime.date(2023, 5, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 18), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 22), 'Payment Mode': 'Credit Card'}]",1,Yes
Rasha Dhar,31-05-1964,Female,Divorced,+919262732539,elakshi71@example.org,"21, Dara Chowk
Rewa 045801",English,Berhampur,427,Auto Loan,50526,5,0.25,Medical Emergency,10745.46,172.29.75.85,"-36.0027945, 19.637207",[],11,Yes
Navya Hari,15-04-1979,Female,Widowed,6463693584,rajagopalandhanuk@example.org,"90/023, Shah Nagar
Phagwara 655510",English,Pimpri-Chinchwad,721,Personal Loan,35460,2,0.15,Home Renovation,18063.13,192.168.64.166,"-9.7244375, 57.427208","[{'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Debit Card'}]",8,Yes
Heer Goswami,19-10-2003,Male,Widowed,5845806822,shanzoya@example.net,"77/90, Kari Road, Jalna 662539",Urdu,Baranagar,425,Home Loan,55569,4,0.29,Wedding Expenses,14741.59,10.40.209.96,"-51.8510725, -60.306796","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'Net Banking'}]",3,Yes
Jivin Dutt,21-01-1978,Female,Widowed,+914853206094,upadhyaysumer@example.org,"H.No. 57, Chandra Street
Sambhal-433210",Kannada,Bharatpur,544,Auto Loan,42569,10,0.17,Wedding Expenses,4595.58,192.168.124.223,"-54.6751255, 127.425208","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 16), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'UPI'}]",3,No
Zain Upadhyay,25-09-1998,Male,Married,07412213946,ira09@example.com,"H.No. 78
Chahal Ganj
Ujjain-634104",Marathi,Raurkela Industrial Township,547,Home Loan,18991,6,0.22,Home Renovation,3371.34,192.168.61.201,"-39.354802, -70.650906","[{'Payment Date': datetime.date(2023, 5, 18), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'Debit Card'}]",13,No
Tara Goswami,19-02-1970,Female,Widowed,8932164317,evasahota@example.com,"87, Guha Nagar
Unnao 031559",Bengali,Varanasi,390,Auto Loan,54431,15,0.12,Medical Emergency,3925.77,10.239.238.169,"3.8441685, -125.501151","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 25), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 20), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 13), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 21), 'Payment Mode': 'Debit Card'}]",8,Yes
Sana Kuruvilla,08-12-1994,Male,Married,03719515858,bavaritvik@example.com,"H.No. 92, Agate Chowk, Pallavaram-781103",Urdu,Morena,477,Auto Loan,87761,14,0.25,Education Fees,7291.82,172.25.168.42,"86.333673, 113.448650","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 23), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 10), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 10), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 4), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 1, 18), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 2, 15), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 3, 20), 'Payment Mode': 'Debit Card'}]",15,No
Samiha Lalla,07-12-1963,Male,Widowed,00814974232,tiwariaradhya@example.org,"804, Shere Chowk, Sangli-Miraj & Kupwad-351712",Gujarati,Ghaziabad,446,Auto Loan,80101,9,0.16,Medical Emergency,9503.93,172.20.176.242,"-88.3317895, -105.672626","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 7), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 3), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 16), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 7), 'Payment Mode': 'Credit Card'}]",3,No
Pranay Joshi,12-01-2004,Female,Divorced,2637511598,ojaskanda@example.org,"H.No. 28
Sandal Nagar, Haldia-653980",Hindi,Hajipur,435,Personal Loan,10375,7,0.27,Education Fees,1618.5,172.23.73.219,"45.9382975, -35.689703","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Net Banking'}]",12,No
Vanya Desai,17-11-1977,Male,Single,03379553320,inaaya-tara@example.org,"759
Gole Ganj, Dhanbad-104427",English,Khammam,591,Home Loan,66644,3,0.14,Education Fees,22735.01,172.20.150.211,"-1.562806, -153.696391",[],14,No
Drishya Bobal,12-04-1993,Female,Divorced,+913461203625,amiradar@example.org,"H.No. 16, Kibe Street, Sonipat-989617",Telugu,Karimnagar,703,Home Loan,21370,11,0.25,Debt Consolidation,2193.91,10.168.154.151,"79.7058785, -102.611293",[],15,No
Pranay Kapadia,28-03-2003,Female,Divorced,04983676236,stailor@example.com,"741
Chacko Circle, Moradabad 010769",Urdu,Karnal,808,Home Loan,57813,11,0.14,Wedding Expenses,5630.74,10.139.35.83,"64.6388725, 128.973563","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 25), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 6), 'Payment Mode': 'UPI'}]",10,No
